study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_name	study_alias	run_alias	fastq_ftp	submitted_ftp	sra_ftp	sample_title
PRJNA294605	SRP074153	SAMN04161035	SRS1446911	SRX3363881	SRR6257463	408170	human gut metagenome	N1_023_029G1	PRJNA294605	b023-d029.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/003/SRR6257463/SRR6257463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/003/SRR6257463/SRR6257463_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/003/SRR6257463	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161035	SRS1446911	SRX3363880	SRR6257464	408170	human gut metagenome	N1_023_021G1	PRJNA294605	b023-d021.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/004/SRR6257464/SRR6257464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/004/SRR6257464/SRR6257464_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/004/SRR6257464	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161035	SRS1446911	SRX3363879	SRR6257465	408170	human gut metagenome	N1_023_020G1	PRJNA294605	b023-d020.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257465/SRR6257465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257465/SRR6257465_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/005/SRR6257465	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161035	SRS1446911	SRX3363878	SRR6257466	408170	human gut metagenome	N1_023_055G1	PRJNA294605	b023-d055.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/006/SRR6257466/SRR6257466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/006/SRR6257466/SRR6257466_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/006/SRR6257466	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161035	SRS1446911	SRX3363877	SRR6257467	408170	human gut metagenome	N1_023_050G1	PRJNA294605	b023-d050.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/007/SRR6257467/SRR6257467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/007/SRR6257467/SRR6257467_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/007/SRR6257467	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161035	SRS1446911	SRX3363876	SRR6257468	408170	human gut metagenome	N1_023_042G1	PRJNA294605	b023-d042.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/008/SRR6257468/SRR6257468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/008/SRR6257468/SRR6257468_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/008/SRR6257468	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161027	SRS1433907	SRX3363875	SRR6257469	408170	human gut metagenome	N1_008_007G1	PRJNA294605	b008-d007.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/009/SRR6257469/SRR6257469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/009/SRR6257469/SRR6257469_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/009/SRR6257469	This sample has been submitted by pda|info@madebydna.com on 2016-05-12; human gut metagenome
PRJNA294605	SRP074153	SAMN04161026	SRS1433906	SRX3363874	SRR6257470	408170	human gut metagenome	N1_004_026G1	PRJNA294605	b004-d026.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/000/SRR6257470/SRR6257470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/000/SRR6257470/SRR6257470_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/000/SRR6257470	This sample has been submitted by pda|info@madebydna.com on 2016-05-13; human gut metagenome
PRJNA294605	SRP074153	SAMN04161026	SRS1433906	SRX3363873	SRR6257471	408170	human gut metagenome	N1_004_016G1	PRJNA294605	b004-d016.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257471/SRR6257471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257471/SRR6257471_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/001/SRR6257471	This sample has been submitted by pda|info@madebydna.com on 2016-05-13; human gut metagenome
PRJNA294605	SRP074153	SAMN04161026	SRS1433906	SRX3363872	SRR6257472	408170	human gut metagenome	N1_004_015G1	PRJNA294605	b004-d015.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/002/SRR6257472/SRR6257472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/002/SRR6257472/SRR6257472_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/002/SRR6257472	This sample has been submitted by pda|info@madebydna.com on 2016-05-13; human gut metagenome
PRJNA294605	SRP074153	SAMN04161026	SRS1433906	SRX3363871	SRR6257473	408170	human gut metagenome	N1_004_021G1	PRJNA294605	b004-d021.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/003/SRR6257473/SRR6257473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/003/SRR6257473/SRR6257473_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/003/SRR6257473	This sample has been submitted by pda|info@madebydna.com on 2016-05-13; human gut metagenome
PRJNA294605	SRP074153	SAMN04161026	SRS1433906	SRX3363870	SRR6257474	408170	human gut metagenome	N1_004_018G1	PRJNA294605	b004-d018.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/004/SRR6257474/SRR6257474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/004/SRR6257474/SRR6257474_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/004/SRR6257474	This sample has been submitted by pda|info@madebydna.com on 2016-05-13; human gut metagenome
PRJNA294605	SRP074153	SAMN04161026	SRS1433906	SRX3363869	SRR6257475	408170	human gut metagenome	N1_004_012G1	PRJNA294605	b004-d012.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257475/SRR6257475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257475/SRR6257475_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/005/SRR6257475	This sample has been submitted by pda|info@madebydna.com on 2016-05-13; human gut metagenome
PRJNA294605	SRP074153	SAMN04161026	SRS1433906	SRX3363868	SRR6257476	408170	human gut metagenome	N1_004_010G1	PRJNA294605	b004-d010.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/006/SRR6257476/SRR6257476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/006/SRR6257476/SRR6257476_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/006/SRR6257476	This sample has been submitted by pda|info@madebydna.com on 2016-05-13; human gut metagenome
PRJNA294605	SRP074153	SAMN04161026	SRS1433906	SRX3363867	SRR6257477	408170	human gut metagenome	N1_004_014G1	PRJNA294605	b004-d014.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/007/SRR6257477/SRR6257477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/007/SRR6257477/SRR6257477_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/007/SRR6257477	This sample has been submitted by pda|info@madebydna.com on 2016-05-13; human gut metagenome
PRJNA294605	SRP074153	SAMN04161026	SRS1433906	SRX3363866	SRR6257478	408170	human gut metagenome	N1_004_013G1	PRJNA294605	b004-d013.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/008/SRR6257478/SRR6257478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/008/SRR6257478/SRR6257478_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/008/SRR6257478	This sample has been submitted by pda|info@madebydna.com on 2016-05-13; human gut metagenome
PRJNA294605	SRP074153	SAMN04161034	SRS1446910	SRX3363865	SRR6257479	408170	human gut metagenome	N1_021_013G1	PRJNA294605	b021-d013.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/009/SRR6257479/SRR6257479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/009/SRR6257479/SRR6257479_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/009/SRR6257479	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161034	SRS1446910	SRX3363864	SRR6257480	408170	human gut metagenome	N1_021_015G1	PRJNA294605	b021-d015.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/000/SRR6257480/SRR6257480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/000/SRR6257480/SRR6257480_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/000/SRR6257480	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161033	SRS1446909	SRX3363863	SRR6257481	408170	human gut metagenome	N1_019_026G1	PRJNA294605	b019-d026.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257481/SRR6257481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257481/SRR6257481_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/001/SRR6257481	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161033	SRS1446909	SRX3363862	SRR6257482	408170	human gut metagenome	N1_019_027G1	PRJNA294605	b019-d027.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/002/SRR6257482/SRR6257482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/002/SRR6257482/SRR6257482_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/002/SRR6257482	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161033	SRS1446909	SRX3363861	SRR6257483	408170	human gut metagenome	N1_019_031G1	PRJNA294605	b019-d031.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/003/SRR6257483/SRR6257483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/003/SRR6257483/SRR6257483_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/003/SRR6257483	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161033	SRS1446909	SRX3363860	SRR6257484	408170	human gut metagenome	N1_019_038G1	PRJNA294605	b019-d038.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/004/SRR6257484/SRR6257484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/004/SRR6257484/SRR6257484_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/004/SRR6257484	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161033	SRS1446909	SRX3363859	SRR6257485	408170	human gut metagenome	N1_019_049G1	PRJNA294605	b019-d049.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257485/SRR6257485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257485/SRR6257485_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/005/SRR6257485	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161033	SRS1446909	SRX3363858	SRR6257486	408170	human gut metagenome	N1_019_056G1	PRJNA294605	b019-d056.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/006/SRR6257486/SRR6257486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/006/SRR6257486/SRR6257486_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/006/SRR6257486	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161033	SRS1446909	SRX3363857	SRR6257487	408170	human gut metagenome	N1_019_057G1	PRJNA294605	b019-d057.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/007/SRR6257487/SRR6257487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/007/SRR6257487/SRR6257487_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/007/SRR6257487	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161034	SRS1446910	SRX3363856	SRR6257488	408170	human gut metagenome	N1_021_012G1	PRJNA294605	b021-d012.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/008/SRR6257488/SRR6257488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/008/SRR6257488/SRR6257488_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/008/SRR6257488	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161028	SRS1437768	SRX3363855	SRR6257489	408170	human gut metagenome	N1_009_009G1	PRJNA294605	b009-d009.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/009/SRR6257489/SRR6257489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/009/SRR6257489/SRR6257489_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/009/SRR6257489	This sample has been submitted by pda|info@madebydna.com on 2016-05-16; human gut metagenome
PRJNA294605	SRP074153	SAMN04161028	SRS1437768	SRX3363854	SRR6257490	408170	human gut metagenome	N1_009_010G1	PRJNA294605	b009-d010.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/000/SRR6257490/SRR6257490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/000/SRR6257490/SRR6257490_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/000/SRR6257490	This sample has been submitted by pda|info@madebydna.com on 2016-05-16; human gut metagenome
PRJNA294605	SRP074153	SAMN04161028	SRS1437768	SRX3363853	SRR6257491	408170	human gut metagenome	N1_009_007G1	PRJNA294605	b009-d007.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257491/SRR6257491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257491/SRR6257491_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/001/SRR6257491	This sample has been submitted by pda|info@madebydna.com on 2016-05-16; human gut metagenome
PRJNA294605	SRP074153	SAMN04161028	SRS1437768	SRX3363852	SRR6257492	408170	human gut metagenome	N1_009_008G1	PRJNA294605	b009-d008.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/002/SRR6257492/SRR6257492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/002/SRR6257492/SRR6257492_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/002/SRR6257492	This sample has been submitted by pda|info@madebydna.com on 2016-05-16; human gut metagenome
PRJNA294605	SRP074153	SAMN04161027	SRS1433907	SRX3363851	SRR6257493	408170	human gut metagenome	N1_008_031G1	PRJNA294605	b008-d031.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/003/SRR6257493/SRR6257493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/003/SRR6257493/SRR6257493_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/003/SRR6257493	This sample has been submitted by pda|info@madebydna.com on 2016-05-12; human gut metagenome
PRJNA294605	SRP074153	SAMN04161028	SRS1437768	SRX3363850	SRR6257494	408170	human gut metagenome	N1_009_006G1	PRJNA294605	b009-d006.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/004/SRR6257494/SRR6257494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/004/SRR6257494/SRR6257494_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/004/SRR6257494	This sample has been submitted by pda|info@madebydna.com on 2016-05-16; human gut metagenome
PRJNA294605	SRP074153	SAMN04161027	SRS1433907	SRX3363849	SRR6257495	408170	human gut metagenome	N1_008_010G1	PRJNA294605	b008-d010.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257495/SRR6257495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257495/SRR6257495_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/005/SRR6257495	This sample has been submitted by pda|info@madebydna.com on 2016-05-12; human gut metagenome
PRJNA294605	SRP074153	SAMN04161027	SRS1433907	SRX3363848	SRR6257496	408170	human gut metagenome	N1_008_028G1	PRJNA294605	b008-d028.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/006/SRR6257496/SRR6257496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/006/SRR6257496/SRR6257496_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/006/SRR6257496	This sample has been submitted by pda|info@madebydna.com on 2016-05-12; human gut metagenome
PRJNA294605	SRP074153	SAMN04161027	SRS1433907	SRX3363847	SRR6257497	408170	human gut metagenome	N1_008_008G1	PRJNA294605	b008-d008.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/007/SRR6257497/SRR6257497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/007/SRR6257497/SRR6257497_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/007/SRR6257497	This sample has been submitted by pda|info@madebydna.com on 2016-05-12; human gut metagenome
PRJNA294605	SRP074153	SAMN04161027	SRS1433907	SRX3363846	SRR6257498	408170	human gut metagenome	N1_008_009G1	PRJNA294605	b008-d009.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/008/SRR6257498/SRR6257498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/008/SRR6257498/SRR6257498_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/008/SRR6257498	This sample has been submitted by pda|info@madebydna.com on 2016-05-12; human gut metagenome
PRJNA294605	SRP074153	SAMN04161033	SRS1446909	SRX3363845	SRR6257499	408170	human gut metagenome	N1_019_022G1	PRJNA294605	b019-d022.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/009/SRR6257499/SRR6257499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/009/SRR6257499/SRR6257499_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/009/SRR6257499	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161033	SRS1446909	SRX3363844	SRR6257500	408170	human gut metagenome	N1_019_021G1	PRJNA294605	b019-d021.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/000/SRR6257500/SRR6257500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/000/SRR6257500/SRR6257500_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/000/SRR6257500	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161033	SRS1446909	SRX3363843	SRR6257501	408170	human gut metagenome	N1_019_020G1	PRJNA294605	b019-d020.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257501/SRR6257501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257501/SRR6257501_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/001/SRR6257501	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161033	SRS1446909	SRX3363842	SRR6257502	408170	human gut metagenome	N1_019_019G1	PRJNA294605	b019-d019.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/002/SRR6257502/SRR6257502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/002/SRR6257502/SRR6257502_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/002/SRR6257502	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161033	SRS1446909	SRX3363841	SRR6257503	408170	human gut metagenome	N1_019_018G1	PRJNA294605	b019-d018.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/003/SRR6257503/SRR6257503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/003/SRR6257503/SRR6257503_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/003/SRR6257503	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161033	SRS1446909	SRX3363840	SRR6257504	408170	human gut metagenome	N1_019_017G1	PRJNA294605	b019-d017.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/004/SRR6257504/SRR6257504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/004/SRR6257504/SRR6257504_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/004/SRR6257504	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161033	SRS1446909	SRX3363839	SRR6257505	408170	human gut metagenome	N1_019_016G1	PRJNA294605	b019-d016.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257505/SRR6257505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/005/SRR6257505/SRR6257505_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/005/SRR6257505	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161033	SRS1446909	SRX3363838	SRR6257506	408170	human gut metagenome	N1_019_015G1	PRJNA294605	b019-d015.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/006/SRR6257506/SRR6257506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/006/SRR6257506/SRR6257506_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/006/SRR6257506	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161033	SRS1446909	SRX3363837	SRR6257507	408170	human gut metagenome	N1_019_024G1	PRJNA294605	b019-d024.r1.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/007/SRR6257507/SRR6257507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/007/SRR6257507/SRR6257507_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/007/SRR6257507	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161033	SRS1446909	SRX3363836	SRR6257508	408170	human gut metagenome	N1_019_023G1	PRJNA294605	b019-d023.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/008/SRR6257508/SRR6257508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/008/SRR6257508/SRR6257508_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/008/SRR6257508	This sample has been submitted by pda|info@madebydna.com on 2016-05-21; human gut metagenome
PRJNA294605	SRP074153	SAMN04161028	SRS1437768	SRX3363835	SRR6257509	408170	human gut metagenome	N1_009_024G1	PRJNA294605	b009-d024.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/009/SRR6257509/SRR6257509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/009/SRR6257509/SRR6257509_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/009/SRR6257509	This sample has been submitted by pda|info@madebydna.com on 2016-05-16; human gut metagenome
PRJNA294605	SRP074153	SAMN04161028	SRS1437768	SRX3363834	SRR6257510	408170	human gut metagenome	N1_009_021G1	PRJNA294605	b009-d021.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/000/SRR6257510/SRR6257510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/000/SRR6257510/SRR6257510_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/000/SRR6257510	This sample has been submitted by pda|info@madebydna.com on 2016-05-16; human gut metagenome
PRJNA294605	SRP074153	SAMN04161028	SRS1437768	SRX3363833	SRR6257511	408170	human gut metagenome	N1_009_015G1	PRJNA294605	b009-d015.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257511/SRR6257511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/001/SRR6257511/SRR6257511_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/001/SRR6257511	This sample has been submitted by pda|info@madebydna.com on 2016-05-16; human gut metagenome
PRJNA294605	SRP074153	SAMN04161028	SRS1437768	SRX3363832	SRR6257512	408170	human gut metagenome	N1_009_014G1	PRJNA294605	b009-d014.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/002/SRR6257512/SRR6257512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/002/SRR6257512/SRR6257512_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/002/SRR6257512	This sample has been submitted by pda|info@madebydna.com on 2016-05-16; human gut metagenome
PRJNA294605	SRP074153	SAMN04161028	SRS1437768	SRX3363831	SRR6257513	408170	human gut metagenome	N1_009_013G1	PRJNA294605	b009-d013.r2.fq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/003/SRR6257513/SRR6257513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR625/003/SRR6257513/SRR6257513_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR625/003/SRR6257513	This sample has been submitted by pda|info@madebydna.com on 2016-05-16; human gut metagenome
